Context,Question,Answer,filename
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Berapa ayat yang terdapat dalam Pasal 20?,Tiga ayat.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Apa yang dimaksud 'kepentingan penyelenggaraan pertahanan negara'?,Memberikan dukungan optimal untuk mempertahankan kedaulatan dan keamanan nasional.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Apa yang dimaksud 'kepentingan nasional' dalam konteks ayat (2)?,Tujuan strategis bangsa di berbagai bidang selain militer.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Mengapa operasi perdamaian dunia mengacu pada kebijakan politik luar negeri?,Agar selaras dengan arah diplomasi Indonesia dan komitmen internasional.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Apa arti 'ketentuan hukum nasional' pada ayat (3)?,Peraturan perundang-undangan Indonesia yang mengatur tugas perdamaian dunia.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Mengapa penting ada frasa 'dan/atau' dalam ayat (2)?,Memberi fleksibilitas untuk satu atau kedua kepentingan tersebut.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Bagaimana proses persiapan operasi militer untuk perang menurut ayat (1)?,"Menyusun rencana, menyiapkan pasukan dan alutsista sesuai perundang-undangan.",uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Bagaimana kesiapan TNI dalam melaksanakan OMSP sesuai ayat (2)?,Memastikan personel terlatih dan dukungan logistik terpenuhi.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Bagaimana TNI mendukung kepentingan nasional melalui OMSP?,Melaksanakan operasi yang sejalan dengan strategi pembangunan nasional.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Bagaimana penggunaan kekuatan untuk tugas perdamaian dunia harus disesuaikan?,Harus mengikuti kebijakan luar negeri Indonesia dan hukum nasional.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Apa langkah laporan setelah operasi perdamaian dunia?,Penyusunan laporan sesuai prosedur kepada atasan dan kementerian terkait.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.","Apa perbedaan tujuan antara ayat (1), (2), dan (3)?","Ayat (1) untuk perang, ayat (2) untuk non-perang dan kepentingan nasional, ayat (3) untuk perdamaian dunia.",uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Mengapa OMSP diatur terpisah dari operasi perang?,Karena cakupan dan tujuan non-perang berbeda dari konflik bersenjata.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Mengapa operasi perdamaian dunia memerlukan kebijakan luar negeri?,Karena melibatkan kerja sama internasional dan mandat diplomatik.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Bagaimana ketiga ayat Pasal 20 saling melengkapi?,"Menyediakan kerangka penggunaan kekuatan untuk perang, kegiatan non-perang, dan perdamaian.",uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Apa tujuan utama mengatur ketiga jenis operasi ini?,Menjamin penggunaan kekuatan TNI sesuai tujuan nasional dan hukum.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Apa dampak ketentuan Pasal 20 terhadap strategi pertahanan?,Membantu merumuskan jadwal dan prioritas penggunaan kekuatan.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Bagaimana Pasal 20 membedakan operasi militer dan non-militer?,Menentukan konteks dan persyaratan hukum untuk tiap jenis operasi.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Apa tantangan hukum dalam melaksanakan OMSP?,Menjaga batasan hukum sambil memenuhi tuntutan operasi non-perang.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Bagaimana frasa 'dalam rangka' membatasi ruang lingkup operasi?,Menetapkan tujuan spesifik untuk setiap operasi.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Apa makna 'kepentingan nasional' bagi masyarakat?,Memastikan operasi militer mendukung kesejahteraan dan keamanan warga negara.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Apa makna 'dilakukan untuk ... sesuai ...' dalam ayat (1)?,Operasi hanya sah jika mengikuti aturan hukum Indonesia.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Apa yang termasuk peraturan perundang-undangan yang relevan?,"UU Pertahanan, UU Militer, dan peraturan pelaksana lainnya.",uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Bagaimana ketentuan ini mendukung supremasi sipil?,"Menetapkan operasi sesuai kebijakan negara, bukan keputusan militer semata.",uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Bagaimana Pasal 20 diimplementasikan dalam SOP TNI?,Dimasukkan dalam pedoman operasi dan manual prosedur militer.,uu_34_tahun_2004_871 - 920.json
"(1) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer untuk perang, dilakukan untuk kepentingan penyelenggaraan pertahanan negara sesuai dengan peraturan perundang-undangan. (2) Penggunaan kekuatan TNI dalam rangka melaksanakan operasi militer selain perang, dilakukan untuk kepentingan pertahanan negara dan/atau dalam rangka mendukung kepentingan nasional sesuai dengan peraturan perundang-undangan. (3) Penggunaan kekuatan TNI dalam rangka tugas perdamaian dunia dilakukan sesuai dengan kebijakan politik luar negeri Indonesia dan ketentuan hukum nasional.",Bagaimana evaluasi pasca-operasi dilakukan?,Melalui laporan dan audit ketercapaian sesuai ketentuan pasal.,uu_34_tahun_2004_871 - 920.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara.",Apa makna poin a dalam Pasal 25 ayat (1)?,Beriman dan bertakwa artinya prajurit memiliki keyakinan dan pengabdian kepada Tuhan Yang Maha Esa.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara.",Apa makna poin b dalam Pasal 25 ayat (1)?,Setia kepada NKRI artinya prajurit menjunjung tinggi kedaulatan dan ideologi Pancasila serta UUD 1945.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara.",Apa makna poin c dalam Pasal 25 ayat (1)?,Bermoral dan tunduk pada hukum berarti prajurit memegang nilai etika dan patuh terhadap peraturan perundang-undangan.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara.",Apa makna poin d dalam Pasal 25 ayat (1)?,Berdisiplin serta taat kepada atasan artinya prajurit menjalankan perintah dengan tertib dan hormat.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara.",Apa makna poin e dalam Pasal 25 ayat (1)?,Bertanggung jawab dan melaksanakan kewajibannya sebagai tentara artinya prajurit memenuhi tugas dan tanggung jawab profesionalnya.,uu_34_tahun_2004_1031 - 1080.json
"(2) Prajurit sebagaimana dimaksud pada ayat (1), diwajibkan mengucapkan Sumpah Prajurit.",Apa kewajiban prajurit menurut Pasal 25 ayat (2)?,Diwajibkan mengucapkan Sumpah Prajurit sebagai komitmen pengabdian dan etika militer.,uu_34_tahun_2004_1031 - 1080.json
"(2) Prajurit sebagaimana dimaksud pada ayat (1), diwajibkan mengucapkan Sumpah Prajurit.",Apa itu Sumpah Prajurit?,Sumpah Prajurit adalah janji resmi yang diucapkan prajurit untuk setia dan menjalankan tugas dengan baik.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit dikelompokkan dalam golongan kepangkatan perwira, bintara, dan tamtama.",Bagaimana pengelompokan kepangkatan prajurit menurut Pasal 26 ayat (1)?,"Dikelompokkan dalam tiga golongan: perwira, bintara, dan tamtama.",uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit dikelompokkan dalam golongan kepangkatan perwira, bintara, dan tamtama.",Sebutkan tiga golongan kepangkatan prajurit!,"Perwira, bintara, dan tamtama.",uu_34_tahun_2004_1031 - 1080.json
"(2) Golongan kepangkatan sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan keputusan Panglima.",Siapa yang mengatur lebih lanjut golongan kepangkatan?,Keputusan Panglima TNI.,uu_34_tahun_2004_1031 - 1080.json
"(2) Golongan kepangkatan sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan keputusan Panglima.",Melalui apa pengelompokan kepangkatan diatur lebih lanjut?,Dengan Keputusan Panglima TNI.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara. (2) Prajurit sebagaimana dimaksud pada ayat (1), diwajibkan mengucapkan Sumpah Prajurit. (1) Prajurit dikelompokkan dalam golongan kepangkatan perwira, bintara, dan tamtama. (2) Golongan kepangkatan sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan keputusan Panglima.",Apa hubungan Pasal 25 dan Pasal 26?,"Pasal 25 menetapkan nilai dan sumpah prajurit, sedangkan Pasal 26 mengatur struktur golongan kepangkatan.",uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara. (2) Prajurit sebagaimana dimaksud pada ayat (1), diwajibkan mengucapkan Sumpah Prajurit. (1) Prajurit dikelompokkan dalam golongan kepangkatan perwira, bintara, dan tamtama. (2) Golongan kepangkatan sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan keputusan Panglima.",Mengapa sumpah prajurit penting sebelum menggunakan pangkat?,Sumpah mempertegas komitmen moral sebelum prajurit memegang pangkat dan tanggung jawab.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara. (2) Prajurit sebagaimana dimaksud pada ayat (1), diwajibkan mengucapkan Sumpah Prajurit. (1) Prajurit dikelompokkan dalam golongan kepangkatan perwira, bintara, dan tamtama. (2) Golongan kepangkatan sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan keputusan Panglima.",Bagaimana nilai (bermoral dan disiplin) mendukung struktur kepangkatan?,Nilai tersebut menjamin setiap golongan pangkat menjalankan tugas sesuai standar etika dan disiplin.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara.",Mengapa prajurit harus tunduk pada hukum?,Agar tindakan militer selalu sesuai peraturan dan mencegah penyalahgunaan kekuasaan.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara.",Apa arti 'insan prajurit' pada ayat (1)?,Menggambarkan prajurit sebagai manusia seutuhnya dengan nilai spiritual dan moral.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit dikelompokkan dalam golongan kepangkatan perwira, bintara, dan tamtama.",Apa peran masing-masing golongan pangkat?,"Perwira memimpin, bintara melaksanakan, tamtama mendukung dengan tugas dasar operasi.",uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara. (2) Prajurit sebagaimana dimaksud pada ayat (1), diwajibkan mengucapkan Sumpah Prajurit. (1) Prajurit dikelompokkan dalam golongan kepangkatan perwira, bintara, dan tamtama. (2) Golongan kepangkatan sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan keputusan Panglima.",Bagaimana proses pengucapan Sumpah Prajurit dijalankan?,"Dilakukan dalam upacara resmi TNI, dipimpin pejabat militer senior.",uu_34_tahun_2004_1031 - 1080.json
