Context,Question,Answer,filename
Prajurit adalah warga negara Indonesia yang memenuhi persyaratan yang ditentukan dalam peraturan perundang-undangan dan diangkat oleh pejabat yang berwenang untuk mengabdikan diri dalam dinas keprajuritan.,Apa peran masyarakat dalam mendukung persyaratan Prajurit?,Masyarakat dapat memberikan informasi dan dukungan bagi calon yang memenuhi syarat.,uu_34_tahun_2004_921-970.json
Prajurit adalah warga negara Indonesia yang memenuhi persyaratan yang ditentukan dalam peraturan perundang-undangan dan diangkat oleh pejabat yang berwenang untuk mengabdikan diri dalam dinas keprajuritan.,Bagaimana Calon Prajurit memastikan kelengkapan persyaratan?,Dengan merujuk pada peraturan perundang-undangan terkini tentang persyaratan prajurit.,uu_34_tahun_2004_921-970.json
Prajurit adalah warga negara Indonesia yang memenuhi persyaratan yang ditentukan dalam peraturan perundang-undangan dan diangkat oleh pejabat yang berwenang untuk mengabdikan diri dalam dinas keprajuritan.,Apa dampak tidak ada peraturan persyaratan Prajurit?,Rekrutmen dapat menjadi tidak transparan dan tidak akuntabel.,uu_34_tahun_2004_921-970.json
Prajurit adalah warga negara Indonesia yang memenuhi persyaratan yang ditentukan dalam peraturan perundang-undangan dan diangkat oleh pejabat yang berwenang untuk mengabdikan diri dalam dinas keprajuritan.,Bagaimana peran instansi terkait dalam menetapkan persyaratan?,Instansi pertahanan membuat peraturan perundang-undangan tentang persyaratan Prajurit.,uu_34_tahun_2004_921-970.json
Prajurit adalah warga negara Indonesia yang memenuhi persyaratan yang ditentukan dalam peraturan perundang-undangan dan diangkat oleh pejabat yang berwenang untuk mengabdikan diri dalam dinas keprajuritan.,Mengapa pengangkatan oleh pejabat diperlukan?,Untuk menegaskan legalitas dan otoritas pengangkatan Prajurit.,uu_34_tahun_2004_921-970.json
Prajurit adalah warga negara Indonesia yang memenuhi persyaratan yang ditentukan dalam peraturan perundang-undangan dan diangkat oleh pejabat yang berwenang untuk mengabdikan diri dalam dinas keprajuritan.,Bagaimana proses tindak lanjut setelah pengangkatan Prajurit?,Prajurit memulai dinas keprajuritan sesuai ketentuan militer.,uu_34_tahun_2004_921-970.json
Prajurit adalah warga negara Indonesia yang memenuhi persyaratan yang ditentukan dalam peraturan perundang-undangan dan diangkat oleh pejabat yang berwenang untuk mengabdikan diri dalam dinas keprajuritan.,Apa perbedaan Prajurit dan calon Prajurit?,"Prajurit telah resmi diangkat, sedangkan calon belum memenuhi persyaratan.",uu_34_tahun_2004_921-970.json
Prajurit adalah warga negara Indonesia yang memenuhi persyaratan yang ditentukan dalam peraturan perundang-undangan dan diangkat oleh pejabat yang berwenang untuk mengabdikan diri dalam dinas keprajuritan.,Bagaimana Pasal 21 mengatur hal-hal lain terkait Prajurit?,"Pasal ini hanya mendefinisikan Prajurit, detail lain diatur pasal selanjutnya.",uu_34_tahun_2004_921-970.json
Prajurit adalah warga negara Indonesia yang memenuhi persyaratan yang ditentukan dalam peraturan perundang-undangan dan diangkat oleh pejabat yang berwenang untuk mengabdikan diri dalam dinas keprajuritan.,Apa yang harus dilakukan calon Prajurit jika ada perubahan peraturan?,Mengikuti dan memenuhi persyaratan terbaru sesuai perundang-undangan.,uu_34_tahun_2004_921-970.json
Prajurit adalah warga negara Indonesia yang memenuhi persyaratan yang ditentukan dalam peraturan perundang-undangan dan diangkat oleh pejabat yang berwenang untuk mengabdikan diri dalam dinas keprajuritan.,Bagaimana peraturan mencegah perekrutan tidak sesuai standar?,Dengan menetapkan persyaratan hukum yang wajib dipenuhi.,uu_34_tahun_2004_921-970.json
Prajurit adalah warga negara Indonesia yang memenuhi persyaratan yang ditentukan dalam peraturan perundang-undangan dan diangkat oleh pejabat yang berwenang untuk mengabdikan diri dalam dinas keprajuritan.,Apa kaitan Pasal 21 dengan Pasal 1 tentang definisi Prajurit?,"Pasal 1 mendefinisikan Prajurit, Pasal 21 menetapkan persyaratan pengangkatan.",uu_34_tahun_2004_921-970.json
Prajurit adalah warga negara Indonesia yang memenuhi persyaratan yang ditentukan dalam peraturan perundang-undangan dan diangkat oleh pejabat yang berwenang untuk mengabdikan diri dalam dinas keprajuritan.,Bagaimana pelatihan calon Prajurit dihubungkan dengan peraturan?,Pelatihan disusun berdasarkan kriteria yang diatur perundang-undangan.,uu_34_tahun_2004_921-970.json
Prajurit adalah warga negara Indonesia yang memenuhi persyaratan yang ditentukan dalam peraturan perundang-undangan dan diangkat oleh pejabat yang berwenang untuk mengabdikan diri dalam dinas keprajuritan.,Mengapa legalitas pengangkatan penting dalam kondisi darurat?,Untuk memastikan akuntabilitas dan legitimasi meski kondisi mendesak.,uu_34_tahun_2004_921-970.json
Prajurit adalah warga negara Indonesia yang memenuhi persyaratan yang ditentukan dalam peraturan perundang-undangan dan diangkat oleh pejabat yang berwenang untuk mengabdikan diri dalam dinas keprajuritan.,Bagaimana calon Prajurit mendapatkan informasi persyaratan?,"Melalui poster rekrutmen, situs resmi, dan kantor pertahanan.",uu_34_tahun_2004_921-970.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara.",Apa makna poin a dalam Pasal 25 ayat (1)?,Beriman dan bertakwa artinya prajurit memiliki keyakinan dan pengabdian kepada Tuhan Yang Maha Esa.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara.",Apa makna poin b dalam Pasal 25 ayat (1)?,Setia kepada NKRI artinya prajurit menjunjung tinggi kedaulatan dan ideologi Pancasila serta UUD 1945.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara.",Apa makna poin c dalam Pasal 25 ayat (1)?,Bermoral dan tunduk pada hukum berarti prajurit memegang nilai etika dan patuh terhadap peraturan perundang-undangan.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara.",Apa makna poin d dalam Pasal 25 ayat (1)?,Berdisiplin serta taat kepada atasan artinya prajurit menjalankan perintah dengan tertib dan hormat.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara.",Apa makna poin e dalam Pasal 25 ayat (1)?,Bertanggung jawab dan melaksanakan kewajibannya sebagai tentara artinya prajurit memenuhi tugas dan tanggung jawab profesionalnya.,uu_34_tahun_2004_1031 - 1080.json
"(2) Prajurit sebagaimana dimaksud pada ayat (1), diwajibkan mengucapkan Sumpah Prajurit.",Apa kewajiban prajurit menurut Pasal 25 ayat (2)?,Diwajibkan mengucapkan Sumpah Prajurit sebagai komitmen pengabdian dan etika militer.,uu_34_tahun_2004_1031 - 1080.json
"(2) Prajurit sebagaimana dimaksud pada ayat (1), diwajibkan mengucapkan Sumpah Prajurit.",Apa itu Sumpah Prajurit?,Sumpah Prajurit adalah janji resmi yang diucapkan prajurit untuk setia dan menjalankan tugas dengan baik.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit dikelompokkan dalam golongan kepangkatan perwira, bintara, dan tamtama.",Bagaimana pengelompokan kepangkatan prajurit menurut Pasal 26 ayat (1)?,"Dikelompokkan dalam tiga golongan: perwira, bintara, dan tamtama.",uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit dikelompokkan dalam golongan kepangkatan perwira, bintara, dan tamtama.",Sebutkan tiga golongan kepangkatan prajurit!,"Perwira, bintara, dan tamtama.",uu_34_tahun_2004_1031 - 1080.json
"(2) Golongan kepangkatan sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan keputusan Panglima.",Siapa yang mengatur lebih lanjut golongan kepangkatan?,Keputusan Panglima TNI.,uu_34_tahun_2004_1031 - 1080.json
"(2) Golongan kepangkatan sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan keputusan Panglima.",Melalui apa pengelompokan kepangkatan diatur lebih lanjut?,Dengan Keputusan Panglima TNI.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara. (2) Prajurit sebagaimana dimaksud pada ayat (1), diwajibkan mengucapkan Sumpah Prajurit. (1) Prajurit dikelompokkan dalam golongan kepangkatan perwira, bintara, dan tamtama. (2) Golongan kepangkatan sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan keputusan Panglima.",Apa hubungan Pasal 25 dan Pasal 26?,"Pasal 25 menetapkan nilai dan sumpah prajurit, sedangkan Pasal 26 mengatur struktur golongan kepangkatan.",uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara. (2) Prajurit sebagaimana dimaksud pada ayat (1), diwajibkan mengucapkan Sumpah Prajurit. (1) Prajurit dikelompokkan dalam golongan kepangkatan perwira, bintara, dan tamtama. (2) Golongan kepangkatan sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan keputusan Panglima.",Mengapa sumpah prajurit penting sebelum menggunakan pangkat?,Sumpah mempertegas komitmen moral sebelum prajurit memegang pangkat dan tanggung jawab.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara. (2) Prajurit sebagaimana dimaksud pada ayat (1), diwajibkan mengucapkan Sumpah Prajurit. (1) Prajurit dikelompokkan dalam golongan kepangkatan perwira, bintara, dan tamtama. (2) Golongan kepangkatan sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan keputusan Panglima.",Bagaimana nilai (bermoral dan disiplin) mendukung struktur kepangkatan?,Nilai tersebut menjamin setiap golongan pangkat menjalankan tugas sesuai standar etika dan disiplin.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara.",Mengapa prajurit harus tunduk pada hukum?,Agar tindakan militer selalu sesuai peraturan dan mencegah penyalahgunaan kekuasaan.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara.",Apa arti 'insan prajurit' pada ayat (1)?,Menggambarkan prajurit sebagai manusia seutuhnya dengan nilai spiritual dan moral.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit dikelompokkan dalam golongan kepangkatan perwira, bintara, dan tamtama.",Apa peran masing-masing golongan pangkat?,"Perwira memimpin, bintara melaksanakan, tamtama mendukung dengan tugas dasar operasi.",uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara. (2) Prajurit sebagaimana dimaksud pada ayat (1), diwajibkan mengucapkan Sumpah Prajurit. (1) Prajurit dikelompokkan dalam golongan kepangkatan perwira, bintara, dan tamtama. (2) Golongan kepangkatan sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan keputusan Panglima.",Bagaimana proses pengucapan Sumpah Prajurit dijalankan?,"Dilakukan dalam upacara resmi TNI, dipimpin pejabat militer senior.",uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara. (2) Prajurit sebagaimana dimaksud pada ayat (1), diwajibkan mengucapkan Sumpah Prajurit. (1) Prajurit dikelompokkan dalam golongan kepangkatan perwira, bintara, dan tamtama. (2) Golongan kepangkatan sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan keputusan Panglima.",Apa yang terjadi jika prajurit melanggar sumpah?,Dapat dikenai sanksi disiplin militer sesuai peraturan.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara. (2) Prajurit sebagaimana dimaksud pada ayat (1), diwajibkan mengucapkan Sumpah Prajurit. (1) Prajurit dikelompokkan dalam golongan kepangkatan perwira, bintara, dan tamtama. (2) Golongan kepangkatan sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan keputusan Panglima.",Bagaimana Keputusan Panglima memengaruhi jenjang karier?,Menentukan kriteria dan persyaratan promosi dalam setiap golongan pangkat.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara.",Mengapa setia pada Pancasila menjadi syarat prajurit?,Karena Pancasila adalah dasar negara dan ideologi yang dipertahankan oleh TNI.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit dikelompokkan dalam golongan kepangkatan perwira, bintara, dan tamtama.",Apakah tamtama termasuk perwira?,"Tidak, tamtama adalah golongan prajurit berpangkat terendah.",uu_34_tahun_2004_1031 - 1080.json
"(2) Golongan kepangkatan sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan keputusan Panglima.",Bisakah Keputusan Panglima diubah?,"Ya, Panglima dapat mengubahnya sesuai kebutuhan organisasi.",uu_34_tahun_2004_1031 - 1080.json
"(2) Prajurit sebagaimana dimaksud pada ayat (1), diwajibkan mengucapkan Sumpah Prajurit.",Apakah ada teks resmi Sumpah Prajurit?,Teks resmi diatur dalam peraturan pelaksana TNI.,uu_34_tahun_2004_1031 - 1080.json
"(1) Prajurit adalah insan prajurit yang:
a. beriman dan bertakwa kepada Tuhan Yang Maha Esa;
b. setia kepada Negara Kesatuan Republik Indonesia yang berdasarkan Pancasila dan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
c. bermoral dan tunduk pada hukum serta peraturan perundang-undangan;
d. berdisiplin serta taat kepada atasan; dan
e. bertanggung jawab dan melaksanakan kewajibannya sebagai tentara. (2) Prajurit sebagaimana dimaksud pada ayat (1), diwajibkan mengucapkan Sumpah Prajurit. (1) Prajurit dikelompokkan dalam golongan kepangkatan perwira, bintara, dan tamtama. (2) Golongan kepangkatan sebagaimana dimaksud pada ayat (1), diatur lebih lanjut dengan keputusan Panglima.",Apa manfaat struktur pangkat yang jelas?,"Memudahkan komando, koordinasi, dan tanggung jawab dalam operasi militer.",uu_34_tahun_2004_1031 - 1080.json
Perubahan Pasal 7 memperinci kembali tugas pokok TNI dan menambahkan bentuk operasi militer selain perang agar selaras dengan kebutuhan pertahanan modern.,Apa alasan utama Pasal 7 UU 34/2004 diubah?,"Perubahan dilakukan untuk memperjelas jenis operasi militer selain perang, menyesuaikan ancaman terkini seperti siber, serta memastikan landasan hukumnya diatur lebih rinci melalui Peraturan Pemerintah atau Peraturan Presiden.",perubahan_uu_31-90.json
"Pasal 7 ayat (1) menegaskan tiga tugas pokok: menegakkan kedaulatan, mempertahankan keutuhan NKRI, dan melindungi segenap bangsa.",Sebutkan tiga tugas pokok TNI menurut Pasal 7 hasil perubahan?,"Menegakkan kedaulatan negara, mempertahankan keutuhan wilayah NKRI, dan melindungi seluruh bangsa serta tumpah darah Indonesia.",perubahan_uu_31-90.json
Di ayat (1) disebutkan dasar negara (Pancasila) dan UUD 1945 sebagai fondasi tugas pokok.,Mengapa Pancasila dan UUD 1945 disebut dalam Pasal 7 ayat (1)?,Karena kedua dasar tersebut menjadi landasan ideologis dan konstitusional bagi setiap tindakan TNI dalam menjaga keutuhan negara.,perubahan_uu_31-90.json
Ayat (2) membagi tugas pokok ke dalam dua kategori: operasi militer untuk perang dan operasi militer selain perang (OMSP).,Apa perbedaan utama operasi militer untuk perang dan OMSP?,"Operasi militer untuk perang bertujuan menghadapi agresi negara lain, sedangkan OMSP difokuskan pada penanggulangan ancaman non‑perang seperti terorisme, bencana, atau keamanan perbatasan.",perubahan_uu_31-90.json
Ayat (3) menegaskan bahwa operasi militer untuk perang harus berdasarkan kebijakan dan keputusan politik negara.,Siapa yang berwenang memutuskan operasi militer untuk perang menurut ayat (3)?,"Pemerintah bersama DPR melalui proses keputusan politik negara, sehingga penggunaan kekuatan militer berskala perang tetap berada dalam kendali sipil.",perubahan_uu_31-90.json
Ayat (4) mengamanatkan pengaturan OMSP lebih lanjut melalui PP atau Perpres.,Mengapa OMSP perlu diatur lagi lewat PP atau Perpres?,"Agar setiap jenis OMSP memiliki standar operasional yang jelas, selaras dengan hukum internasional dan hak asasi manusia, serta mudah disesuaikan dengan dinamika ancaman.",perubahan_uu_31-90.json
Ayat (4) pengecualian untuk huruf b angka 10 (bantuan keamanan dan ketertiban masyarakat).,Mengapa bantuan TNI ke Polri (angka 10) dikecualikan dari PP atau Perpres?,"Karena mekanismenya sudah diatur tersendiri dalam Undang‑Undang Kepolisian, sehingga tidak memerlukan pengaturan baru melalui PP/Perpres.",perubahan_uu_31-90.json
Perubahan menambah dua tugas baru dalam OMSP: menanggulangi ancaman pertahanan siber (angka 15) dan melindungi WNI di luar negeri (angka 16).,Apa dua tugas OMSP baru yang ditambahkan?,Menanggulangi ancaman pertahanan siber dan melindungi serta menyelamatkan warga negara serta kepentingan nasional di luar negeri.,perubahan_uu_31-90.json
Masuknya ancaman siber menunjukkan perkembangan spektrum ancaman modern.,Mengapa pertahanan siber penting dicantumkan dalam tugas TNI?,"Karena serangan siber dapat melumpuhkan infrastruktur kritis negara, sehingga TNI perlu memiliki mandat jelas untuk menanganinya.",perubahan_uu_31-90.json
Tugas melindungi WNI di luar negeri menekankan peran global TNI secara terukur.,Bagaimana mekanisme TNI melindungi WNI di luar negeri sesuai Pasal 7?,"Melalui koordinasi dengan Kementerian Luar Negeri dan perwakilan RI di luar negeri, serta mengerahkan elemen TNI bila diperlukan sesuai kebijakan politik luar negeri.",perubahan_uu_31-90.json
Operasi militer untuk perang (OMP) adalah penggunaan kekuatan bersenjata dalam konflik berskala negara.,Apa contoh situasi yang memerlukan OMP?,Misalnya jika terjadi agresi militer dari negara lain yang mengancam kedaulatan wilayah Indonesia.,perubahan_uu_31-90.json
Ayat (3) mengikat OMP pada keputusan politik negara.,Mengapa OMP harus mendapat keputusan politik?,"Karena OMP berisiko besar bagi rakyat dan anggaran negara, sehingga memerlukan legitimasi politik yang kuat dari pemerintah dan parlemen.",perubahan_uu_31-90.json
"Dalam OMP, TNI bertindak sebagai alat pertahanan utama negara.",Apa prinsip utama TNI saat melaksanakan OMP?,"Pertahanan aktif, penghormatan hukum perang, dan perlindungan warga sipil.",perubahan_uu_31-90.json
OMSP angka 1 menugaskan TNI mengatasi gerakan separatis bersenjata.,Apa yang dimaksud gerakan separatis bersenjata?,Kelompok bersenjata yang berupaya memisahkan diri dari NKRI melalui kekerasan.,perubahan_uu_31-90.json
Penanganan separatisme tetap harus memperhatikan hak asasi manusia.,Bagaimana TNI memastikan HAM saat operasi anti‑separatisme?,"Dengan aturan pelibatan (rules of engagement) ketat, supervisi hukum, dan koordinasi dengan aparat penegak hukum.",perubahan_uu_31-90.json
OMSP angka 2 memandatkan TNI mengatasi pemberontakan bersenjata.,Apa bedanya pemberontakan bersenjata dengan separatisme?,"Pemberontakan bersenjata bertujuan menggulingkan pemerintah pusat tanpa memisahkan wilayah, sedangkan separatisme berupaya memisahkan diri.",perubahan_uu_31-90.json
Operasi anti‑pemberontakan memerlukan keterpaduan intelijen.,Mengapa intelijen penting dalam operasi anti‑pemberontakan?,"Untuk memetakan jaringan pemberontak, meminimalkan korban, dan memutus logistik pemberontakan.",perubahan_uu_31-90.json
OMSP angka 3 memberikan tugas TNI mendukung penanganan terorisme.,Kapan TNI dilibatkan dalam penanggulangan terorisme?,"Saat skala atau kemampuan teroris melampaui kapasitas Polri, berdasarkan permintaan dan keputusan politik negara.",perubahan_uu_31-90.json
Koordinasi TNI‑Polri menjadi kunci keberhasilan kontra‑terorisme.,Bagaimana sinergi TNI dan Polri di lapangan?,"TNI fokus kemampuan khusus (kopasus, denjaka), sedangkan Polri memimpin penyelidikan dan proses hukum.",perubahan_uu_31-90.json
OMSP angka 4 menugaskan TNI menjaga wilayah perbatasan negara.,Apa tantangan utama pengamanan perbatasan RI?,"Medan sulit, pelanggaran lintas batas, penyelundupan, dan klaim wilayah.",perubahan_uu_31-90.json
Satgas Pamtas (pengamanan perbatasan) rutin ditempatkan di titik rawan.,Apa tugas Satgas Pamtas?,"Patroli, pembangunan pos lintas batas, dan membina masyarakat perbatasan.",perubahan_uu_31-90.json
OMSP angka 5 mengamankan objek vital nasional strategis.,Sebutkan contoh objek vital nasional strategis.,"PLTN, kilang minyak, bandara internasional, dan pusat data nasional.",perubahan_uu_31-90.json
Pengamanan objek vital nasional melibatkan penilaian risiko.,Mengapa penilaian risiko penting untuk objek vital?,Agar alokasi personel TNI efektif dan potensi gangguan dapat dicegah sejak dini.,perubahan_uu_31-90.json
OMSP angka 6 menugaskan TNI melaksanakan misi perdamaian dunia.,Di bawah bendera apa TNI berpartisipasi dalam misi perdamaian?,Biasanya di bawah Perserikatan Bangsa‑Bangsa (PBB) sesuai kebijakan politik luar negeri.,perubahan_uu_31-90.json
Partisipasi TNI diakui melalui kontingen Garuda.,Apa manfaat bagi Indonesia mengirimkan Kontingen Garuda?,"Meningkatkan reputasi internasional, berbagi pengalaman, dan memperkuat diplomasi pertahanan.",perubahan_uu_31-90.json
"OMSP angka 7 memastikan pengamanan Presiden, Wakil Presiden, dan keluarga.",Unit TNI mana yang bertanggung jawab langsung atas pengamanan VVIP?,Pasukan Pengamanan Presiden (Paspampres).,perubahan_uu_31-90.json
Sinergi Paspampres dan Polri diperlukan dalam pengamanan VVIP.,Bagaimana koordinasi Paspampres‑Polri pada acara kenegaraan?,"Paspampres fokus ring satu, Polri bertugas ring luar dan pengamanan lalu lintas.",perubahan_uu_31-90.json
OMSP angka 8 mencakup pemberdayaan wilayah pertahanan dan pendukungnya.,Apa contoh pemberdayaan wilayah pertahanan?,"Pelatihan Bela Negara, pembentukan Komponen Cadangan, dan pendirian sentra logistik pertahanan.",perubahan_uu_31-90.json
Sistem pertahanan semesta melibatkan seluruh warga.,Mengapa pendayagunaan komponen cadangan penting?,Untuk menambah kekuatan pertahanan secara dini tanpa membebani anggaran rutin TNI.,perubahan_uu_31-90.json
OMSP angka 9 memerinci bantuan TNI bagi pemerintah daerah.,Bentuk bantuan apa yang sering diberikan TNI di daerah?,"Karya bakti TNI, layanan kesehatan gratis, dan pembangunan infrastruktur desa.",perubahan_uu_31-90.json
Sinergi TNI‑Pemda mempercepat pembangunan terpadu.,Bagaimana mekanisme TNI terlibat dalam proyek daerah?,Melalui nota kesepahaman antara Kemhan/TNI dan pemda dengan supervisi Kementerian Dalam Negeri.,perubahan_uu_31-90.json
OMSP angka 10 mengatur bantuan TNI kepada Polri dalam keamanan dan ketertiban.,Apa dasar hukum teknis bantuan TNI ke Polri?,Peraturan presiden tentang perbantuan TNI kepada Polri serta UU No. 2 Tahun 2002.,perubahan_uu_31-90.json
Perubahan ayat (4) mengecualikan angka 10 dari aturan PP/Perpres tambahan.,Mengapa angka 10 dikecualikan dari ayat (4)?,"Karena skema perbantuan sudah diatur rinci dalam UU Polri, sehingga pengaturan tambahan dianggap cukup.",perubahan_uu_31-90.json
OMSP angka 11 menugaskan TNI membantu mengamankan tamu negara setingkat kepala negara.,"Selain pengamanan, apa dukungan TNI untuk tamu negara?","Pengawalan udara, sea‑landing, dan protokol militer saat penyambutan.",perubahan_uu_31-90.json
